Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Barishal,Silt,80,Unused,273,26.5,Rice,Winter,23/04/2024,Low potential
Khulna,Clay,80,Residential,347,33.8,Maize,Summer,09/11/2024,Low potential
Rangpur,Clay,87,Barren,262,28.2,Maize,Monsoon,11/11/2024,High potential
Mymensingh,Peaty,92,Residential,198,23.6,Jute,Autumn,27/04/2024,Requires attention
Khulna,Loamy,88,Residential,361,30.9,Tea,Monsoon,17/06/2024,Low potential
Mymensingh,Loamy,85,Agricultural,279,27.6,Vegetables,Autumn,10/02/2024,Requires attention
Chattogram,Clay,41,Residential,348,25.7,Tea,Monsoon,22/05/2024,High potential
Mymensingh,Loamy,91,Unused,212,24.8,Rice,Winter,26/09/2024,Requires attention
Chattogram,Clay,68,Barren,206,33.6,Vegetables,Winter,23/04/2024,Low potential
Rajshahi,Silt,83,Barren,85,26.5,Jute,Autumn,04/06/2024,Requires attention
Sylhet,Silt,95,Residential,245,23.8,Tea,Autumn,05/10/2024,High potential
Sylhet,Silt,57,Unused,379,26.2,Vegetables,Summer,13/05/2024,Requires attention
Sylhet,Peaty,59,Residential,247,26.2,Wheat,Autumn,08/04/2024,Requires attention
Chattogram,Sandy,95,Unused,69,24.7,Jute,Autumn,21/04/2024,Low potential
Rangpur,Silt,47,Agricultural,236,26.4,Tea,Autumn,05/05/2024,Moderate potential
Dhaka,Clay,58,Unused,137,28.6,Wheat,Monsoon,19/11/2024,High potential
Sylhet,Loamy,76,Barren,262,28.4,Jute,Winter,26/07/2024,Low potential
Barishal,Clay,67,Residential,300,27.7,Jute,Winter,24/06/2024,Low potential
Mymensingh,Sandy,59,Residential,142,27.2,Vegetables,Summer,08/06/2024,High potential
Mymensingh,Loamy,60,Residential,136,31.7,Wheat,Autumn,17/08/2024,Moderate potential
Barishal,Loamy,47,Unused,153,30.4,Tea,Summer,24/09/2024,Low potential
Mymensingh,Silt,60,Barren,148,22.7,Wheat,Autumn,25/08/2024,Low potential
Dhaka,Clay,71,Agricultural,100,24.1,Spices,Autumn,26/01/2024,Moderate potential
Dhaka,Silt,50,Agricultural,230,34.1,Wheat,Summer,22/10/2024,Low potential
Khulna,Clay,94,Unused,144,24.9,Vegetables,Summer,24/08/2024,Low potential
Rangpur,Clay,49,Unused,114,33,Tea,Autumn,30/11/2024,Requires attention
Barishal,Sandy,80,Barren,257,27.4,Vegetables,Winter,17/08/2024,Moderate potential
Rajshahi,Sandy,66,Agricultural,162,24.9,Spices,Winter,26/05/2024,High potential
Khulna,Loamy,71,Unused,294,28.6,Spices,Summer,13/04/2024,Moderate potential
Rangpur,Sandy,80,Barren,77,34.1,Maize,Autumn,25/09/2024,Moderate potential
Rangpur,Silt,54,Barren,150,26.6,Vegetables,Winter,07/03/2024,High potential
Rajshahi,Clay,96,Barren,139,32.8,Maize,Autumn,05/11/2024,Moderate potential
Chattogram,Peaty,78,Barren,132,21.4,Tea,Summer,01/01/2024,High potential
Dhaka,Peaty,51,Unused,159,27.8,Rice,Summer,01/12/2024,Moderate potential
Rajshahi,Peaty,95,Residential,262,28.8,Tea,Winter,04/09/2024,High potential
Rangpur,Loamy,90,Residential,214,22.7,Rice,Winter,18/08/2024,Low potential
Rangpur,Sandy,81,Barren,361,21.7,Vegetables,Winter,07/02/2024,High potential
Khulna,Peaty,69,Residential,363,29.3,Spices,Autumn,27/03/2024,Moderate potential
Rajshahi,Peaty,55,Unused,81,29.1,Maize,Autumn,24/07/2024,Moderate potential
Barishal,Loamy,66,Agricultural,223,33.9,Wheat,Monsoon,19/02/2024,Requires attention
Sylhet,Loamy,52,Barren,303,21.9,Spices,Monsoon,30/08/2024,Low potential
Chattogram,Peaty,41,Unused,391,31.9,Vegetables,Summer,28/01/2024,Moderate potential
Sylhet,Sandy,44,Unused,103,29.3,Tea,Autumn,13/12/2024,High potential
Rajshahi,Silt,99,Residential,327,23.7,Spices,Autumn,11/08/2024,Low potential
Rajshahi,Loamy,45,Residential,99,24.3,Maize,Winter,08/02/2024,Requires attention
Chattogram,Peaty,46,Barren,192,31,Wheat,Summer,10/06/2024,Low potential
Chattogram,Loamy,84,Barren,104,24,Wheat,Summer,28/06/2024,Low potential
Chattogram,Clay,69,Residential,214,25,Vegetables,Winter,16/07/2024,Requires attention
Rajshahi,Silt,43,Agricultural,56,26.3,Rice,Winter,05/06/2024,Moderate potential
Dhaka,Peaty,89,Residential,318,20.6,Rice,Winter,24/10/2024,Moderate potential
Chattogram,Peaty,96,Unused,214,31.9,Maize,Summer,09/06/2024,Low potential
Rajshahi,Peaty,99,Unused,345,24.2,Jute,Winter,04/12/2024,Low potential
Sylhet,Clay,67,Residential,258,34.8,Rice,Winter,16/05/2024,Low potential
Mymensingh,Sandy,45,Unused,309,24.2,Vegetables,Winter,30/01/2024,High potential
Khulna,Clay,52,Agricultural,74,23.3,Spices,Autumn,27/05/2024,High potential
Mymensingh,Sandy,50,Unused,158,28.8,Spices,Winter,15/09/2024,Low potential
Rangpur,Peaty,97,Agricultural,278,24.8,Maize,Autumn,02/08/2024,High potential
Sylhet,Clay,66,Residential,285,28.2,Vegetables,Winter,30/04/2024,Moderate potential
Rangpur,Loamy,56,Unused,121,29.7,Jute,Autumn,09/10/2024,High potential
Khulna,Peaty,58,Unused,121,24,Maize,Monsoon,23/09/2024,High potential
Barishal,Clay,40,Residential,173,33.2,Jute,Autumn,25/11/2024,Moderate potential
Khulna,Silt,77,Residential,312,34.6,Tea,Monsoon,31/03/2024,Low potential
Sylhet,Loamy,43,Unused,282,31.4,Rice,Autumn,15/06/2024,Moderate potential
Khulna,Sandy,91,Agricultural,117,23.9,Maize,Summer,11/09/2024,Requires attention
Dhaka,Peaty,71,Agricultural,244,29.3,Wheat,Summer,02/04/2024,Moderate potential
Rajshahi,Loamy,72,Unused,327,29.6,Rice,Winter,06/07/2024,Moderate potential
Khulna,Sandy,93,Barren,127,31,Rice,Summer,15/03/2024,Moderate potential
Barishal,Loamy,59,Unused,297,26.6,Spices,Summer,30/03/2024,Low potential
Barishal,Clay,98,Barren,71,30.5,Rice,Winter,25/04/2024,Moderate potential
Mymensingh,Silt,95,Residential,333,23.8,Rice,Monsoon,16/12/2024,High potential
Chattogram,Loamy,51,Unused,172,28.1,Tea,Summer,19/11/2024,High potential
Barishal,Loamy,96,Barren,99,30.4,Wheat,Winter,03/09/2024,High potential
Barishal,Peaty,42,Agricultural,294,24.2,Jute,Autumn,07/05/2024,Moderate potential
Rangpur,Clay,68,Unused,216,29.6,Wheat,Monsoon,24/01/2024,Low potential
Dhaka,Peaty,71,Agricultural,82,31.8,Jute,Summer,15/02/2024,Low potential
Barishal,Peaty,40,Agricultural,160,29.6,Wheat,Winter,27/02/2024,Low potential
Barishal,Sandy,46,Barren,74,28.2,Tea,Autumn,23/03/2024,Low potential
Dhaka,Clay,66,Barren,207,26.1,Maize,Winter,06/09/2024,High potential
Chattogram,Silt,70,Agricultural,135,28.9,Maize,Winter,08/07/2024,Moderate potential
Sylhet,Loamy,71,Residential,294,23.8,Tea,Autumn,18/01/2024,Requires attention
Rajshahi,Silt,94,Residential,85,27.3,Spices,Autumn,23/06/2024,Low potential
Chattogram,Loamy,70,Agricultural,196,24.3,Tea,Summer,07/09/2024,Moderate potential
Khulna,Silt,55,Agricultural,175,31.4,Spices,Winter,11/11/2024,Moderate potential
Mymensingh,Sandy,68,Unused,177,22,Maize,Autumn,18/11/2024,High potential
Dhaka,Sandy,55,Residential,225,26.4,Jute,Summer,04/02/2024,Requires attention
Barishal,Peaty,94,Agricultural,145,30.2,Spices,Winter,05/05/2024,Moderate potential
Khulna,Loamy,90,Agricultural,327,33.3,Rice,Monsoon,14/02/2024,Moderate potential
Khulna,Peaty,75,Residential,259,24.7,Maize,Summer,02/03/2024,Moderate potential
Khulna,Clay,95,Barren,219,28.2,Tea,Monsoon,10/06/2024,Moderate potential
Sylhet,Sandy,54,Agricultural,98,26.9,Spices,Summer,07/02/2024,Low potential
Chattogram,Peaty,88,Unused,270,28,Spices,Winter,21/06/2024,High potential
Rangpur,Silt,58,Barren,352,34.2,Jute,Autumn,03/12/2024,Requires attention
Chattogram,Silt,48,Agricultural,132,25.5,Maize,Winter,19/07/2024,Requires attention
Sylhet,Peaty,48,Residential,366,34.1,Maize,Autumn,18/10/2024,Moderate potential
Mymensingh,Loamy,62,Unused,302,22,Rice,Autumn,22/10/2024,High potential
Mymensingh,Peaty,86,Residential,50,21.2,Jute,Autumn,04/07/2024,Low potential
Barishal,Silt,99,Residential,250,28.8,Jute,Summer,08/12/2024,Low potential
Sylhet,Sandy,70,Unused,113,20,Spices,Winter,19/07/2024,Moderate potential
Sylhet,Silt,55,Agricultural,306,29.7,Rice,Autumn,27/02/2024,High potential
Barishal,Peaty,84,Agricultural,97,21.1,Jute,Summer,24/02/2024,High potential
Khulna,Peaty,41,Agricultural,298,32.8,Vegetables,Autumn,21/11/2024,High potential
Khulna,Sandy,64,Residential,315,22.2,Jute,Summer,15/02/2024,High potential
Mymensingh,Silt,97,Barren,249,30.4,Spices,Autumn,19/12/2024,Requires attention
Mymensingh,Clay,78,Residential,194,23.3,Wheat,Monsoon,01/08/2024,Moderate potential
Barishal,Silt,69,Residential,335,32.8,Spices,Summer,30/06/2024,Low potential
Sylhet,Peaty,82,Barren,105,29.4,Jute,Winter,26/11/2024,Low potential
Chattogram,Loamy,95,Agricultural,161,31.6,Vegetables,Autumn,27/02/2024,Requires attention
Dhaka,Peaty,44,Barren,137,27.4,Wheat,Autumn,17/01/2024,High potential
Sylhet,Clay,62,Agricultural,356,33.6,Wheat,Winter,17/04/2024,Low potential
Mymensingh,Silt,54,Residential,284,29.9,Rice,Monsoon,09/05/2024,High potential
Rangpur,Clay,91,Residential,120,26.3,Vegetables,Monsoon,11/09/2024,High potential
Sylhet,Peaty,81,Barren,74,28.1,Maize,Winter,27/02/2024,Low potential
Rangpur,Sandy,61,Unused,155,20.8,Tea,Summer,21/05/2024,High potential
Dhaka,Sandy,47,Barren,136,24.3,Spices,Summer,10/05/2024,Requires attention
Chattogram,Clay,68,Barren,206,28.6,Tea,Autumn,08/06/2024,Low potential
Rangpur,Sandy,98,Agricultural,283,23.4,Rice,Autumn,21/10/2024,High potential
Sylhet,Sandy,51,Residential,90,23.5,Vegetables,Summer,30/09/2024,Low potential
Rajshahi,Loamy,96,Residential,258,31.9,Maize,Autumn,16/06/2024,Moderate potential
Rajshahi,Peaty,89,Residential,269,22.6,Wheat,Autumn,24/02/2024,High potential
Dhaka,Peaty,60,Unused,394,20.3,Rice,Summer,02/12/2024,High potential
Rajshahi,Peaty,98,Unused,392,30.3,Jute,Summer,27/09/2024,Low potential
Khulna,Loamy,43,Barren,183,28.7,Rice,Autumn,14/05/2024,Requires attention
Sylhet,Peaty,72,Agricultural,211,33.8,Tea,Monsoon,22/06/2024,High potential
Dhaka,Sandy,56,Agricultural,66,28,Vegetables,Monsoon,13/06/2024,High potential
Dhaka,Sandy,92,Agricultural,51,30,Wheat,Winter,15/11/2024,Moderate potential
Sylhet,Peaty,82,Unused,216,24.9,Rice,Winter,29/06/2024,Moderate potential
Rangpur,Peaty,84,Barren,387,27.5,Spices,Summer,28/07/2024,Low potential
Khulna,Peaty,98,Residential,236,29.7,Spices,Winter,01/04/2024,Requires attention
Rangpur,Sandy,67,Unused,341,32.4,Jute,Winter,12/03/2024,Requires attention
Dhaka,Loamy,94,Unused,180,20.8,Vegetables,Monsoon,30/05/2024,Low potential
Chattogram,Clay,42,Barren,374,24.5,Jute,Autumn,23/11/2024,High potential
Dhaka,Silt,41,Agricultural,305,30.8,Jute,Summer,31/08/2024,Low potential
Barishal,Silt,40,Agricultural,88,33.1,Wheat,Winter,02/05/2024,High potential
Mymensingh,Loamy,54,Residential,136,31,Wheat,Summer,18/01/2024,Low potential
Sylhet,Sandy,42,Agricultural,242,30.1,Rice,Monsoon,15/03/2024,Moderate potential
Barishal,Sandy,99,Residential,339,31.1,Tea,Winter,31/03/2024,Requires attention
Mymensingh,Peaty,54,Barren,372,29,Wheat,Monsoon,04/04/2024,Low potential
Barishal,Clay,92,Barren,203,33.8,Tea,Summer,04/02/2024,High potential
Chattogram,Clay,94,Unused,393,27.2,Maize,Autumn,22/01/2024,Low potential
Rangpur,Loamy,59,Residential,238,30.6,Wheat,Autumn,11/02/2024,Moderate potential
Mymensingh,Sandy,64,Residential,266,31.2,Jute,Summer,10/06/2024,Moderate potential
Khulna,Peaty,86,Barren,144,23.1,Maize,Winter,31/03/2024,Moderate potential
Rajshahi,Peaty,54,Barren,354,22.5,Wheat,Winter,05/01/2024,Moderate potential
Rajshahi,Loamy,78,Unused,273,27.1,Tea,Autumn,06/03/2024,High potential
Mymensingh,Silt,41,Residential,336,21.1,Wheat,Monsoon,29/07/2024,Moderate potential
Rangpur,Sandy,81,Residential,93,31.9,Spices,Winter,10/10/2024,Low potential
Dhaka,Loamy,58,Residential,351,30.7,Tea,Monsoon,12/06/2024,Low potential
Chattogram,Sandy,82,Residential,166,31.8,Vegetables,Winter,26/05/2024,High potential
Rangpur,Clay,52,Residential,208,27.6,Maize,Summer,21/02/2024,Requires attention
Sylhet,Silt,94,Residential,169,23,Maize,Winter,27/08/2024,Moderate potential
Mymensingh,Silt,52,Unused,241,31.8,Wheat,Winter,14/07/2024,Moderate potential
Rangpur,Loamy,96,Unused,252,25.2,Rice,Autumn,21/09/2024,Moderate potential
Rangpur,Clay,87,Residential,249,33.2,Wheat,Winter,20/02/2024,Low potential
Sylhet,Clay,51,Barren,66,25,Wheat,Monsoon,20/05/2024,High potential
Rajshahi,Loamy,49,Unused,172,22.6,Wheat,Summer,15/04/2024,Low potential
Sylhet,Sandy,55,Barren,219,25,Vegetables,Monsoon,06/06/2024,Requires attention
Rajshahi,Peaty,45,Barren,182,25.9,Spices,Summer,04/10/2024,Low potential
Mymensingh,Clay,94,Agricultural,81,28.2,Rice,Winter,25/08/2024,Low potential
Rangpur,Peaty,97,Barren,55,31.8,Spices,Winter,21/05/2024,Moderate potential
Khulna,Sandy,50,Barren,212,26.9,Rice,Summer,01/12/2024,Low potential
Sylhet,Peaty,85,Agricultural,317,24.3,Tea,Winter,13/11/2024,Requires attention
Khulna,Sandy,48,Unused,176,22.2,Jute,Winter,13/01/2024,Moderate potential
Rangpur,Sandy,52,Agricultural,159,22.8,Rice,Winter,26/11/2024,Moderate potential
Rangpur,Silt,81,Agricultural,160,27.6,Vegetables,Monsoon,27/08/2024,Requires attention
Chattogram,Peaty,53,Unused,262,30.7,Maize,Monsoon,27/03/2024,Requires attention
Sylhet,Loamy,58,Unused,154,28.3,Rice,Autumn,23/08/2024,Moderate potential
Dhaka,Sandy,53,Barren,133,27.3,Tea,Winter,18/01/2024,Moderate potential
Chattogram,Clay,45,Unused,277,23,Jute,Winter,07/09/2024,High potential
Rangpur,Clay,92,Residential,115,26,Wheat,Autumn,15/11/2024,High potential
Mymensingh,Loamy,43,Barren,346,33,Wheat,Autumn,14/10/2024,Moderate potential
Dhaka,Clay,96,Agricultural,245,25.7,Tea,Summer,21/12/2024,High potential
Barishal,Silt,70,Residential,103,34.9,Tea,Winter,22/12/2024,Low potential
Dhaka,Sandy,40,Agricultural,182,20.6,Vegetables,Autumn,23/10/2024,Moderate potential
Dhaka,Clay,42,Unused,165,21.5,Tea,Summer,18/05/2024,Moderate potential
Dhaka,Loamy,41,Barren,309,28.3,Tea,Autumn,22/04/2024,Requires attention
Rangpur,Sandy,52,Barren,341,25.5,Jute,Autumn,15/11/2024,Requires attention
Mymensingh,Silt,56,Barren,304,26.7,Jute,Winter,10/04/2024,Requires attention
Rangpur,Loamy,40,Barren,263,33.8,Rice,Winter,24/06/2024,Requires attention
Sylhet,Peaty,94,Unused,69,20.9,Wheat,Autumn,04/01/2024,High potential
Mymensingh,Peaty,44,Barren,288,26,Maize,Summer,28/03/2024,High potential
Mymensingh,Clay,53,Agricultural,128,26.5,Jute,Summer,30/03/2024,Requires attention
Mymensingh,Clay,50,Barren,329,31.6,Spices,Winter,22/09/2024,Requires attention
Barishal,Clay,88,Unused,298,29.5,Rice,Summer,28/12/2024,Requires attention
Sylhet,Silt,66,Agricultural,314,20.5,Jute,Winter,28/09/2024,Moderate potential
Rajshahi,Loamy,40,Unused,300,23.1,Jute,Monsoon,29/11/2024,Requires attention
Barishal,Silt,59,Residential,174,26,Spices,Summer,29/11/2024,Requires attention
Rangpur,Clay,60,Unused,343,32,Spices,Summer,23/12/2024,Low potential
Mymensingh,Sandy,47,Agricultural,142,32.4,Jute,Winter,24/04/2024,High potential
Mymensingh,Silt,88,Barren,177,23.5,Tea,Autumn,01/07/2024,Moderate potential
Barishal,Silt,48,Unused,257,22,Rice,Winter,22/01/2024,High potential
Mymensingh,Loamy,54,Barren,192,28.8,Rice,Winter,30/07/2024,High potential
Dhaka,Clay,96,Barren,138,28.3,Spices,Monsoon,25/09/2024,Requires attention
Khulna,Peaty,90,Residential,388,30.1,Wheat,Winter,04/05/2024,Low potential
Barishal,Sandy,76,Residential,262,34.2,Maize,Autumn,12/01/2024,Moderate potential
Sylhet,Silt,67,Residential,312,29.6,Rice,Monsoon,13/06/2024,Moderate potential
Rajshahi,Peaty,73,Residential,389,24.7,Tea,Winter,26/05/2024,Requires attention
Rajshahi,Loamy,59,Agricultural,282,33.5,Rice,Summer,09/06/2024,Requires attention
Khulna,Clay,74,Unused,352,21.7,Vegetables,Summer,12/11/2024,Requires attention
Chattogram,Loamy,41,Residential,129,25.3,Wheat,Summer,04/01/2024,Requires attention
Mymensingh,Peaty,87,Barren,95,29.5,Tea,Autumn,05/11/2024,Moderate potential
Dhaka,Clay,52,Barren,358,32.1,Jute,Autumn,16/02/2024,Low potential
Rangpur,Silt,42,Barren,283,27,Jute,Autumn,24/01/2024,Moderate potential
Sylhet,Clay,52,Unused,179,24.6,Tea,Summer,19/11/2024,Moderate potential
Rajshahi,Peaty,89,Residential,61,26.9,Vegetables,Winter,14/10/2024,Requires attention
Mymensingh,Peaty,75,Agricultural,51,20.2,Tea,Summer,07/05/2024,High potential
Mymensingh,Sandy,53,Residential,338,21.3,Tea,Monsoon,08/08/2024,Moderate potential
Rajshahi,Clay,50,Barren,199,30.9,Wheat,Summer,22/08/2024,Moderate potential
Sylhet,Sandy,94,Barren,314,34.8,Wheat,Autumn,13/06/2024,Requires attention
Chattogram,Sandy,95,Residential,144,20.3,Spices,Winter,27/02/2024,Requires attention
Rajshahi,Loamy,42,Unused,271,21.2,Vegetables,Summer,11/10/2024,Requires attention
Dhaka,Peaty,76,Agricultural,365,29.3,Spices,Winter,14/01/2024,Low potential
Sylhet,Loamy,72,Agricultural,362,34.7,Rice,Winter,01/10/2024,Low potential
Dhaka,Loamy,73,Unused,99,31.4,Tea,Autumn,16/09/2024,Requires attention
Dhaka,Silt,79,Residential,320,22.3,Maize,Winter,10/10/2024,High potential
Khulna,Silt,50,Residential,345,33.5,Wheat,Autumn,15/01/2024,Low potential
Barishal,Sandy,44,Residential,224,24.2,Maize,Autumn,16/11/2024,Moderate potential
Mymensingh,Peaty,46,Residential,320,29.5,Vegetables,Summer,22/01/2024,Requires attention
Dhaka,Sandy,58,Barren,125,26.7,Jute,Winter,13/03/2024,High potential
Dhaka,Sandy,41,Residential,382,22.2,Spices,Winter,11/05/2024,Requires attention
Dhaka,Silt,76,Unused,53,23.7,Wheat,Autumn,25/08/2024,Low potential
Rajshahi,Clay,53,Unused,149,31,Tea,Summer,19/06/2024,Requires attention
Khulna,Clay,79,Barren,261,22,Vegetables,Winter,17/03/2024,Requires attention
Sylhet,Sandy,48,Agricultural,169,20.3,Jute,Winter,03/02/2024,Requires attention
Mymensingh,Clay,82,Unused,246,29.5,Spices,Autumn,07/11/2024,Moderate potential
Rangpur,Peaty,76,Agricultural,256,30.9,Tea,Summer,18/02/2024,Moderate potential
Rangpur,Silt,98,Agricultural,134,25.8,Maize,Monsoon,17/04/2024,High potential
Khulna,Sandy,61,Residential,324,21.4,Vegetables,Winter,01/05/2024,High potential
Sylhet,Sandy,89,Unused,325,20.3,Vegetables,Summer,06/11/2024,Requires attention
Barishal,Silt,50,Agricultural,286,33.5,Jute,Autumn,29/10/2024,Requires attention
Rangpur,Silt,50,Residential,189,24.4,Rice,Winter,21/07/2024,High potential
Sylhet,Loamy,49,Unused,238,21.6,Maize,Summer,14/11/2024,Requires attention
Dhaka,Loamy,41,Agricultural,114,27.1,Wheat,Autumn,12/12/2024,Moderate potential
Rajshahi,Sandy,94,Agricultural,54,29.4,Maize,Monsoon,11/08/2024,Moderate potential
Sylhet,Sandy,79,Residential,59,31.1,Tea,Summer,31/01/2024,Moderate potential
Barishal,Silt,53,Barren,105,33.5,Vegetables,Monsoon,20/06/2024,Requires attention
Rajshahi,Silt,94,Unused,175,29.7,Spices,Monsoon,10/08/2024,Requires attention
Sylhet,Clay,55,Barren,85,34.9,Spices,Winter,12/08/2024,Low potential
Barishal,Peaty,78,Agricultural,303,26.2,Jute,Autumn,02/05/2024,Low potential
Mymensingh,Peaty,55,Unused,369,28.8,Vegetables,Monsoon,29/11/2024,Moderate potential
Chattogram,Clay,66,Unused,399,20.8,Vegetables,Monsoon,20/10/2024,High potential
Rangpur,Sandy,70,Barren,369,22.9,Rice,Summer,24/10/2024,Moderate potential
Rajshahi,Loamy,42,Residential,264,24.8,Maize,Monsoon,30/04/2024,Requires attention
Chattogram,Silt,52,Residential,152,32.2,Tea,Summer,11/07/2024,Moderate potential
Dhaka,Silt,84,Agricultural,111,26.8,Maize,Autumn,09/12/2024,Moderate potential
Barishal,Clay,66,Barren,54,27.5,Spices,Winter,23/08/2024,Moderate potential
Mymensingh,Loamy,97,Barren,254,31,Spices,Monsoon,22/09/2024,Moderate potential
Sylhet,Sandy,52,Residential,108,25.8,Rice,Autumn,25/09/2024,High potential
Khulna,Clay,40,Barren,355,31.3,Rice,Summer,28/02/2024,Moderate potential
Dhaka,Loamy,75,Agricultural,190,23.6,Rice,Summer,07/07/2024,Moderate potential
Sylhet,Sandy,67,Agricultural,257,22.3,Rice,Autumn,12/02/2024,Low potential
Barishal,Silt,71,Barren,96,26.2,Maize,Autumn,18/10/2024,Moderate potential
Barishal,Silt,86,Unused,287,30.4,Vegetables,Monsoon,04/10/2024,Moderate potential
Rajshahi,Sandy,70,Agricultural,56,26.5,Maize,Winter,27/08/2024,Moderate potential
Sylhet,Peaty,92,Residential,192,34.6,Rice,Autumn,28/07/2024,Moderate potential
Rajshahi,Loamy,49,Barren,222,29.5,Maize,Autumn,10/07/2024,Requires attention
Rajshahi,Loamy,60,Barren,100,30.8,Jute,Winter,12/07/2024,High potential
Rajshahi,Silt,88,Residential,120,25.2,Spices,Autumn,26/01/2024,Low potential
Rajshahi,Sandy,90,Unused,158,28.4,Tea,Summer,24/05/2024,Requires attention
Dhaka,Sandy,54,Residential,262,26.3,Rice,Autumn,14/10/2024,High potential
Barishal,Clay,96,Barren,316,28.4,Vegetables,Autumn,08/09/2024,Moderate potential
Dhaka,Silt,65,Unused,306,31.6,Maize,Winter,22/01/2024,Moderate potential
Sylhet,Clay,58,Barren,232,30.2,Tea,Autumn,08/12/2024,Low potential
Sylhet,Silt,61,Barren,317,31.9,Maize,Monsoon,11/05/2024,Moderate potential
Mymensingh,Clay,53,Residential,92,31.6,Rice,Summer,03/06/2024,Low potential
Khulna,Sandy,89,Residential,154,24.2,Maize,Monsoon,23/07/2024,Requires attention
Khulna,Silt,92,Barren,375,30.1,Spices,Summer,12/08/2024,Low potential
Rajshahi,Clay,88,Agricultural,293,30.2,Maize,Summer,29/08/2024,Moderate potential
Barishal,Peaty,40,Barren,95,30.2,Rice,Summer,09/03/2024,Requires attention
Barishal,Peaty,87,Barren,177,28.4,Vegetables,Monsoon,23/12/2024,High potential
Rangpur,Sandy,98,Barren,242,20.3,Wheat,Monsoon,11/12/2024,Moderate potential
Chattogram,Loamy,41,Barren,337,26,Tea,Autumn,18/04/2024,Moderate potential
Sylhet,Silt,62,Residential,228,31.2,Jute,Autumn,08/06/2024,Moderate potential
Khulna,Silt,55,Unused,82,28.9,Jute,Monsoon,14/02/2024,Moderate potential
Khulna,Peaty,90,Unused,351,25.3,Vegetables,Winter,04/05/2024,High potential
Dhaka,Loamy,44,Barren,378,33.1,Maize,Monsoon,26/11/2024,Moderate potential
Mymensingh,Clay,91,Agricultural,76,32.1,Maize,Summer,11/07/2024,High potential
Barishal,Sandy,96,Unused,58,20.9,Maize,Winter,10/06/2024,High potential
Rajshahi,Sandy,68,Unused,337,28.7,Jute,Winter,04/03/2024,Requires attention
Sylhet,Loamy,53,Residential,119,25.8,Tea,Summer,17/03/2024,Requires attention
Khulna,Silt,50,Unused,345,26.4,Maize,Winter,09/09/2024,Low potential
Mymensingh,Sandy,91,Residential,152,29.6,Jute,Summer,07/04/2024,Moderate potential
Chattogram,Clay,67,Agricultural,171,30.5,Spices,Monsoon,03/01/2024,Low potential
Sylhet,Sandy,94,Barren,73,25.9,Jute,Summer,06/07/2024,Low potential
Rajshahi,Loamy,52,Residential,105,34,Spices,Autumn,22/11/2024,Requires attention
Sylhet,Silt,91,Residential,86,32.3,Jute,Monsoon,03/03/2024,Low potential
Dhaka,Clay,92,Agricultural,245,30.3,Rice,Summer,19/06/2024,Requires attention
Chattogram,Sandy,99,Barren,158,20.5,Vegetables,Summer,27/09/2024,High potential
Khulna,Peaty,100,Barren,297,27.7,Vegetables,Autumn,13/05/2024,Low potential
Sylhet,Clay,56,Agricultural,119,23.5,Spices,Monsoon,27/04/2024,Moderate potential
Sylhet,Clay,91,Residential,292,32.5,Jute,Monsoon,16/09/2024,Requires attention
Barishal,Clay,74,Unused,361,26.9,Spices,Monsoon,26/07/2024,Low potential
Chattogram,Peaty,52,Barren,352,28.4,Rice,Winter,31/03/2024,High potential
Mymensingh,Clay,53,Barren,336,26.5,Rice,Summer,05/11/2024,High potential
Rangpur,Loamy,84,Barren,399,20.9,Rice,Autumn,09/06/2024,High potential
Sylhet,Clay,94,Agricultural,365,33.6,Rice,Autumn,25/11/2024,Low potential
Barishal,Peaty,100,Residential,397,21.5,Jute,Autumn,25/12/2024,Requires attention
Dhaka,Silt,53,Unused,163,33.7,Vegetables,Autumn,19/06/2024,Moderate potential
Barishal,Sandy,49,Unused,396,28.7,Spices,Winter,21/02/2024,High potential
Chattogram,Silt,59,Unused,203,22,Spices,Monsoon,18/01/2024,Low potential
Dhaka,Peaty,47,Barren,138,33.6,Spices,Winter,03/08/2024,Requires attention
Barishal,Loamy,64,Barren,377,31.4,Jute,Autumn,26/09/2024,Moderate potential
Chattogram,Sandy,41,Barren,378,26.2,Tea,Winter,26/12/2024,Moderate potential
Dhaka,Sandy,87,Barren,142,32.1,Rice,Winter,15/08/2024,Low potential
Rangpur,Clay,80,Unused,162,33.6,Tea,Summer,06/12/2024,Moderate potential
Sylhet,Loamy,51,Barren,272,30.1,Tea,Autumn,02/03/2024,Requires attention
Dhaka,Peaty,51,Agricultural,290,20.4,Maize,Winter,03/03/2024,Requires attention
Dhaka,Silt,90,Unused,113,33,Jute,Monsoon,14/05/2024,Low potential
Khulna,Peaty,76,Agricultural,194,21.1,Wheat,Summer,15/05/2024,Requires attention
Dhaka,Peaty,62,Agricultural,364,28.5,Tea,Summer,05/11/2024,Moderate potential
Mymensingh,Clay,79,Residential,231,33.4,Maize,Monsoon,08/04/2024,Low potential
Rangpur,Clay,41,Residential,68,34.8,Maize,Autumn,01/08/2024,Moderate potential
Rangpur,Sandy,66,Residential,221,26,Tea,Winter,11/06/2024,Moderate potential
Khulna,Loamy,98,Barren,71,33.6,Vegetables,Autumn,14/11/2024,Moderate potential
